编号	前提	问题	症状	问题类型	显示序列号
5353		腰部	腰骶酸痛	"选择,多重"	1252
5354		腰部	腰骶冷痛	"选择,多重"	1253
5355		腰部	腰背冷	"选择,多重"	1254
5356		腰部	腰骶疼痛甚至连及少腹	"选择,多重"	1255
5357		腰部	侧腰部肌肉疼	"选择,多重"	1256
5358		腰部	平卧时腰部肉多突出	"选择,多重"	1257
5359		腰部	弯腰后直立时腰痛	"选择,多重"	1258
5360		腰部	以上皆无	"选择,多重"	1259
5401		阴部	阴部下坠感	"选择,多重"	1260
5402		阴部	会阴、耻骨部位痛	"选择,多重"	1261
5403		阴部	外阴红肿	"选择,多重"	1262
5404		阴部	外阴灼热	"选择,多重"	1263
5405		阴部	外阴瘙痒	"选择,多重"	1264
5406		阴部	外阴粘腻	"选择,多重"	1265
5407		阴部	肛门坠胀	"选择,多重"	1266
5408		阴部	以上皆无	"选择,多重"	1267
5501		四肢	四肢困重	"选择,多重"	1268
5502		四肢	四肢酸痛	"选择,多重"	1269
5503		四肢	四肢肿胀	"选择,多重"	1270
5504		四肢	骨节酸痛	"选择,多重"	1271
5505		四肢	手心脱皮	"选择,多重"	1272
5506		四肢	小腿胀，易肿	"选择,多重"	1273
5507		四肢	下肢酸软	"选择,多重"	1274
5508		四肢	下肢浮肿	"选择,多重"	1275
5509		四肢	膝关节冷	"选择,多重"	1276
5510		四肢	以上皆无	"选择,多重"	1277
6101		影像检查妇科	子宫肌瘤	"选择,多重"	1278
6102		影像检查妇科	卵巢囊肿	"选择,多重"	1279
6103		影像检查妇科	腺肌症	"选择,多重"	1280
6104		影像检查妇科	多囊卵巢	"选择,多重"	1281
6105		影像检查妇科	腹部有炎性肿块	"选择,多重"	1282
6106		影像检查妇科	输卵管积水	"选择,多重"	1283
6107		影像检查妇科	盆腔积液	"选择,多重"	1284
6108		影像检查妇科	以上皆无	"选择,多重"	1285
6301		基础病史	乳腺增生	"选择,多重"	1286
6302		基础病史	妇科手术史	"选择,多重"	1287
6303		基础病史	大出血史	"选择,多重"	1288
6304		基础病史	宫颈炎	"选择,多重"	1289
6305		基础病史	漏证	"选择,多重"	1290
6306		基础病史	不孕证	"选择,多重"	1291
6307		基础病史	久坐或久居潮湿环境	"选择,多重"	1292
6308		基础病史	平素易上火	"选择,多重"	1293
6309		基础病史	以上皆无	"选择,多重"	1294
					
