编号	前提	问题	症状	问题类型	显示序列号
3102		是否有糖尿病病史	无	选择	3102
3103		是否有糖尿病病史	不知道	选择	3103
3201		舌体(仅由医师填写)	淡红	"选择,可空"	3201
3202		舌体(仅由医师填写)	淡或淡白	"选择,可空"	3202
3203		舌体(仅由医师填写)	红	"选择,可空"	3203
3204		舌体(仅由医师填写)	绛或紫	"选择,可空"	3204
3205		舌体(仅由医师填写)	舌体湿润	"选择,可空"	3205
3206		舌体(仅由医师填写)	舌体干燥	"选择,可空"	3206
3207		舌体(仅由医师填写)	舌体胖	"选择,可空"	3207
3208		舌体(仅由医师填写)	舌体瘦	"选择,可空"	3208
3209		舌体(仅由医师填写)	舌体粗糙	"选择,可空"	3209
3210		舌体(仅由医师填写)	舌体光滑细腻	"选择,可空"	3210
3211		舌体(仅由医师填写)	舌有瘀点	"选择,可空"	3211
3212		舌体(仅由医师填写)	舌底静脉怒张或曲张	"选择,可空"	3212
3213		舌体(仅由医师填写)	舌底静脉瘀紫	"选择,可空"	3213
3301		舌苔(仅由医师填写)	苔薄白	"选择,可空"	3301
3302		舌苔(仅由医师填写)	苔白厚	"选择,可空"	3302
3303		舌苔(仅由医师填写)	苔白腻	"选择,可空"	3303
3304		舌苔(仅由医师填写)	苔薄黄	"选择,可空"	3304
3305		舌苔(仅由医师填写)	苔黄厚	"选择,可空"	3305
3306		舌苔(仅由医师填写)	苔黄腻	"选择,可空"	3306
3307		舌苔(仅由医师填写)	苔薄少	"选择,可空"	3307
3308		舌苔(仅由医师填写)	地图舌	"选择,可空"	3308
3309		舌苔(仅由医师填写)	镜面舌	"选择,可空"	3309
3401		脉(仅由医师填写)	浮	"选择,可空"	3401
3402		脉(仅由医师填写)	沉	"选择,可空"	3402
3403		脉(仅由医师填写)	迟	"选择,可空"	3403
3404		脉(仅由医师填写)	数	"选择,可空"	3404
3405		脉(仅由医师填写)	有力	"选择,可空"	3405
3406		脉(仅由医师填写)	无力	"选择,可空"	3406
3501		胃肠镜检查报告(仅由医师填写)	浅表性胃炎	"选择,可空,多重"	3501
3502		胃肠镜检查报告(仅由医师填写)	浅表性胃炎伴糜烂	"选择,可空,多重"	3502
3503		胃肠镜检查报告(仅由医师填写)	食道炎	"选择,可空,多重"	3503
3504		胃肠镜检查报告(仅由医师填写)	贲门炎	"选择,可空,多重"	3504
3505		胃肠镜检查报告(仅由医师填写)	胃底炎	"选择,可空,多重"	3505
3506		胃肠镜检查报告(仅由医师填写)	胃窦炎	"选择,可空,多重"	3506
3507		胃肠镜检查报告(仅由医师填写)	胃体炎	"选择,可空,多重"	3507
3508		胃肠镜检查报告(仅由医师填写)	萎缩性胃炎	"选择,可空,多重"	3508
3509		胃肠镜检查报告(仅由医师填写)	胃溃疡	"选择,可空,多重"	3509
3510		胃肠镜检查报告(仅由医师填写)	十二指肠溃疡	"选择,可空,多重"	3510
3511		胃肠镜检查报告(仅由医师填写)	十二指肠球部炎	"选择,可空,多重"	3511
3512		胃肠镜检查报告(仅由医师填写)	肠息肉	"选择,可空,多重"	3512
3513		胃肠镜检查报告(仅由医师填写)	胃肠上皮化生	"选择,可空,多重"	3513
3514		胃肠镜检查报告(仅由医师填写)	慢性胆囊炎	"选择,可空,多重"	3514
3515		胃肠镜检查报告(仅由医师填写)	胆结石	"选择,可空,多重"	3515
