编号	前提	问题	症状	问题类型	显示序列号
1305	1304	孕产史	有剖宫产史	"选择,多重"	1044
1401		生理状态	小于18岁	"选择,多重"	1045
1402		生理状态	45岁以上	"选择,多重"	1046
1403		生理状态	有经期受寒史	"选择,多重"	1047
1404	1304	生理状态	有产后劳伤史	"选择,多重"	1048
1405		生理状态	月经初潮年龄大于16岁	"选择,多重"	1049
1406		生理状态	从初潮起即月经错后	"选择,多重"	1050
1407		生理状态	居住环境炎热	"选择,多重"	1051
1408		生理状态	以上皆无	"选择,多重"	1052
1501		头痛	无	"选择,多重"	1053
1502		头痛	有	"选择,多重"	1054
1503	1502	头痛	头侧面痛，甚至连及耳目	"选择,多重"	1055
1504	1502	头痛	头顶痛	"选择,多重"	1056
1505	1502	头痛	头痛连及齿龈	"选择,多重"	1057
1506	1502	头痛	头空痛	"选择,多重"	1058
1507	1502	头痛	脑仁疼	"选择,多重"	1059
1508	1502	头痛	全头痛	"选择,多重"	1060
1509	1502	头痛	头昏沉	"选择,多重"	1061
1510	1502	头痛	前额痛	"选择,多重"	1062
1511	1502	头痛	枕部疼痛，甚至连及项背或肩	"选择,多重"	1063
2101		带下情况	带下正常	"选择,多重"	1064
2102		带下情况	带下色黄	"选择,多重"	1065
2103		带下情况	带下色赤（包括有血丝）	"选择,多重"	1066
2104		带下情况	带下色白	"选择,多重"	1067
2105		带下情况	带下色黑	"选择,多重"	1068
2106		带下情况	带下色青	"选择,多重"	1069
2107		带下情况	带下量多	"选择,多重"	1070
2108		带下情况	带下如水	"选择,多重"	1071
2109		带下情况	带下粘稠	"选择,多重"	1072
2110		带下情况	带下味臭	"选择,多重"	1073
2111		带下情况	带下味腥	"选择,多重"	1074
3101		整体精神状态	正常	"选择,多重"	1075
3102		整体精神状态	精神疲惫	"选择,多重"	1076
3103		整体精神状态	情志抑郁不舒	"选择,多重"	1077
3104		整体精神状态	烦躁易怒（心烦）	"选择,多重"	1078
3105		整体精神状态	悲伤委屈	"选择,多重"	1079
3106		整体精神状态	爱生闷气	"选择,多重"	1080
3107		整体精神状态	思虑过度	"选择,多重"	1081
3108		整体精神状态	乏力	"选择,多重"	1082
3109		整体精神状态	健忘	"选择,多重"	1083
3110		整体精神状态	气短	"选择,多重"	1084
3111		整体精神状态	易受惊吓	"选择,多重"	1085
3112		整体精神状态	神情淡漠	"选择,多重"	1086
3113		整体精神状态	喜叹息	"选择,多重"	1087
3114		整体精神状态	形体肥胖	"选择,多重"	1088
3115		整体精神状态	形体消瘦	"选择,多重"	1089
3201		面色	正常	"选择,多重"	1090
3202		面色	面色晄白	"选择,多重"	1091
3203		面色	面色红赤	"选择,多重"	1092
3204		面色	面色萎黄	"选择,多重"	1093
3205		面色	面有色斑	"选择,多重"	1094
3206		面色	面色青	"选择,多重"	1095
3207		面色	颧红	"选择,多重"	1096
3208		面色	鼻头红	"选择,多重"	1097
3209		面色	目下黯	"选择,多重"	1098
3210		面色	目下青	"选择,多重"	1099
3211		面色	鼻梁青	"选择,多重"	1100
3212		面色	面容憔悴	"选择,多重"	1101
3213		面色	面色晦暗	"选择,多重"	1102
3301		寒热	正常	"选择,多重"	1103
3302		寒热	发热	"选择,多重"	1104
3303		寒热	潮热	"选择,多重"	1105
3304		寒热	自觉发热	"选择,多重"	1106
3305		寒热	恶寒	"选择,多重"	1107
3306		寒热	平素体温偏低	"选择,多重"	1108
3307		寒热	骨蒸	"选择,多重"	1109
3308		寒热	半身发冷	"选择,多重"	1110
3309		寒热	手足心热	"选择,多重"	1111
3310		寒热	手足冷	"选择,多重"	1112
3311		寒热	恶风	"选择,多重"	1113
3401		饮食	正常	"选择,多重"	1114
3402		饮食	食欲不佳	"选择,多重"	1115
3403		饮食	食量减少	"选择,多重"	1116
3404		饮食	食后腹胀	"选择,多重"	1117
3405		饮食	食后腹痛	"选择,多重"	1118
3406		饮食	食后腹泻	"选择,多重"	1119
3407		饮食	喜食冷饮	"选择,多重"	1120
3408		饮食	喜食热饮	"选择,多重"	1121
3409		饮食	口渴但不喜饮水	"选择,多重"	1122
3410		饮食	喜食辛辣	"选择,多重"	1123
3411		饮食	恶心	"选择,多重"	1124
3412		饮食	消化不良	"选择,多重"	1125
3501		口味	正常	"选择,多重"	1126
3502		口味	口苦	"选择,多重"	1127
3503		口味	口干或口渴	"选择,多重"	1128
3504		口味	口涩	"选择,多重"	1129
3505		口味	口甜	"选择,多重"	1130
3506		口味	口酸	"选择,多重"	1131
3507		口味	口咸	"选择,多重"	1132
3508		口味	口中粘腻	"选择,多重"	1133
3509		口味	口臭	"选择,多重"	1134
3601		出汗	正常	"选择,多重"	1135
3602		出汗	不易出汗	"选择,多重"	1136
3603		出汗	动则汗出	"选择,多重"	1137
3604		出汗	头汗出	"选择,多重"	1138
3605		出汗	睡中汗出	"选择,多重"	1139
3606		出汗	睡醒汗出	"选择,多重"	1140
3607		出汗	手汗出	"选择,多重"	1141
3608		出汗	胸口易出汗	"选择,多重"	1142
3609		出汗	热汗	"选择,多重"	1143
3610		出汗	冷汗	"选择,多重"	1144
3611		出汗	出粘汗	"选择,多重"	1145
3701		睡眠	睡眠正常	"选择,多重"	1146
3702		睡眠	嗜睡	"选择,多重"	1147
3703		睡眠	入睡困难	"选择,多重"	1148
3704		睡眠	睡后易醒	"选择,多重"	1149
3705		睡眠	醒后难入睡	"选择,多重"	1150
3706		睡眠	睡眠浅质量差（夜寐不安）	"选择,多重"	1151
3707		睡眠	多梦	"选择,多重"	1152
3708		睡眠	早醒	"选择,多重"	1153
3709		睡眠	睡眠少于5小时	"选择,多重"	1154
3710		睡眠	蜷膝而卧	"选择,多重"	1155
3801		大便	正常	"选择,多重"	1156
3802		大便	大便干结	"选择,多重"	1157
3803		大便	大便数日一行	"选择,多重"	1158
3804		大便	大便数日一行且无便意	"选择,多重"	1159
3805		大便	排便无力	"选择,多重"	1160
3806		大便	大便困难	"选择,多重"	1161
3807		大便	大便溏稀	"选择,多重"	1162
3808		大便	大便粘腻排不尽	"选择,多重"	1163
3809		大便	大便排出后汗出	"选择,多重"	1164
3810		大便	大便不成形	"选择,多重"	1165
3811		大便	五更泻	"选择,多重"	1166
3901		小便	正常	"选择,多重"	1167
3902		小便	小便少	"选择,多重"	1168
3903		小便	小便多	"选择,多重"	1169
3904		小便	小便色黄	"选择,多重"	1170
3905		小便	小便色赤	"选择,多重"	1171
3906		小便	小便色淡	"选择,多重"	1172
3907		小便	小便涩痛	"选择,多重"	1173
3908		小便	小便急	"选择,多重"	1174
3909		小便	小便清冷	"选择,多重"	1175
3910		小便	小便灼热	"选择,多重"	1176
3911		小便	小便频	"选择,多重"	1177
3912		小便	起夜超过2次	"选择,多重"	1178
4101		舌体	正常	"选择,多重"	1179
4102		舌体	舌瘦小	"选择,多重"	1180
4103		舌体	舌胖大	"选择,多重"	1181
4104		舌体	舌红	"选择,多重"	1182
4105		舌体	舌淡黯	"选择,多重"	1183
4106		舌体	舌淡白	"选择,多重"	1184
4107		舌体	舌黯红	"选择,多重"	1185
4108		舌体	舌有瘀点瘀斑	"选择,多重"	1186
4109		舌体	舌边有齿痕	"选择,多重"	1187
4110		舌体	舌质紫	"选择,多重"	1188
4111		舌体	舌尖红	"选择,多重"	1189
4201		舌苔	正常	"选择,多重"	1190
4202		舌苔	舌苔厚	"选择,多重"	1191
4203		舌苔	舌苔腻	"选择,多重"	1192
4204		舌苔	舌苔白	"选择,多重"	1193
4205		舌苔	舌苔黄	"选择,多重"	1194
4206		舌苔	舌苔黑褐色	"选择,多重"	1195
4207		舌苔	舌苔根腻	"选择,多重"	1196
4208		舌苔	苔少	"选择,多重"	1197
4209		舌苔	剥脱苔	"选择,多重"	1198
4210		舌苔	舌苔润白	"选择,多重"	1199
4211		舌苔	舌苔薄	"选择,多重"	1200
4301		舌下	正常	"选择,多重"	1201
4302		舌下	舌下瘀络	"选择,多重"	1202
4303		舌下	舌下痰膜	"选择,多重"	1203
4401		脉象	浮脉	"选择,多重"	1204
4402		脉象	沉脉	"选择,多重"	1205
4403		脉象	缓脉	"选择,多重"	1206
4404		脉象	迟脉	"选择,多重"	1207
4405		脉象	数脉	"选择,多重"	1208
4406		脉象	弱脉	"选择,多重"	1209
4407		脉象	细脉	"选择,多重"	1210
4408		脉象	促脉	"选择,多重"	1211
4409		脉象	短脉	"选择,多重"	1212
4410		脉象	虚脉	"选择,多重"	1213
4411		脉象	实脉	"选择,多重"	1214
4412		脉象	大脉	"选择,多重"	1215
4413		脉象	洪脉	"选择,多重"	1216
4414		脉象	滑脉	"选择,多重"	1217
4415		脉象	涩脉	"选择,多重"	1218
4416		脉象	弦脉	"选择,多重"	1219
4417		脉象	紧脉	"选择,多重"	1220
4418		脉象	代脉	"选择,多重"	1221
4419		脉象	结脉	"选择,多重"	1222
4420		脉象	濡脉	"选择,多重"	1223
4421		脉象	无力	"选择,多重"	1224
4422		脉象	有力	"选择,多重"	1225
5101		头颈部（一）	无异常	"选择,多重"	1226
5102		头颈部（一）	视物模糊	"选择,多重"	1227
5103		头颈部（一）	目干涩	"选择,多重"	1228
5104		头颈部（一）	牙痛	"选择,多重"	1229
5105		头颈部（一）	牙龈肿	"选择,多重"	1230
5106		头颈部（一）	流黄涕	"选择,多重"	1231
5107		头颈部（一）	头胀	"选择,多重"	1232
5108		头颈部（一）	头晕	"选择,多重"	1233
5109		头颈部（一）	耳鸣或耳聋	"选择,多重"	1234
5110		头颈部（一）	头面易浮肿	"选择,多重"	1235
5111		头颈部（二）	咽干	"选择,多重"	1236
5112		头颈部（二）	口腔溃疡	"选择,多重"	1237
5114		头颈部（二）	口唇色淡	"选择,多重"	1238
5115		头颈部（二）	口唇红赤	"选择,多重"	1239
5116		头颈部（二）	口唇发紫	"选择,多重"	1240
5117		头颈部（二）	口唇干裂	"选择,多重"	1241
5118		头颈部（二）	无异常	"选择,多重"	1242
5201		胸背部	无异常	"选择,多重"	1243
5202		胸背部	胸闷	"选择,多重"	1244
5203		胸背部	平素痰多	"选择,多重"	1245
5204		胸背部	晨起有痰	"选择,多重"	1246
5205		胸背部	胁肋胀满甚至胀痛	"选择,多重"	1247
5206		胸背部	后背正中痛	"选择,多重"	1248
5207		胸背部	心悸	"选择,多重"	1249
5208		胸背部	两胁刺痛	"选择,多重"	1250
5209		胸背部	腋下胀满	"选择,多重"	1251
5210		胸背部	腋下三寸部位胀满，有压痛	"选择,多重"	1252
5301		腰腹部	无异常	"选择,多重"	1253
5302		腰腹部	腰部乏力	"选择,多重"	1254
5303		腰腹部	小腹部冷	"选择,多重"	1255
5304		腰腹部	上腹部胀满或胀痛	"选择,多重"	1256
5305		腰腹部	胃肠感觉不适	"选择,多重"	1257
5306		腰腹部	小腹胀（脐周为主）	"选择,多重"	1258
5307		腰腹部	腰酸	"选择,多重"	1259
5308		腰腹部	小腹空坠	"选择,多重"	1260
5309		腰腹部	平时腰骶疼痛连及少腹	"选择,多重"	1261
5310		腰腹部	侧腰部肌肉疼	"选择,多重"	1262
5311		腰腹部	平卧时腰部肉多突出	"选择,多重"	1263
5312		腰腹部	腹股沟不适	"选择,多重"	1264
5313		腰腹部	弯腰后直立时腰痛	"选择,多重"	1265
5314		腰腹部	平时易腹痛	"选择,多重"	1266
5315		腰腹部	腰骶部冷痛	"选择,多重"	1267
5401		阴部	无异常	"选择,多重"	1268
5402		阴部	阴部下坠感	"选择,多重"	1269
5403		阴部	会阴、耻骨部位痛	"选择,多重"	1270
5404		阴部	外阴红肿	"选择,多重"	1271
5405		阴部	外阴灼痛	"选择,多重"	1272
5501		四肢	无异常	"选择,多重"	1273
5502		四肢	骨节酸痛	"选择,多重"	1274
5503		四肢	小腿胀，易肿	"选择,多重"	1275
5504		四肢	下肢酸软	"选择,多重"	1276
5505		四肢	四肢肿胀	"选择,多重"	1277
5506		四肢	下肢浮肿	"选择,多重"	1278
5507		四肢	四肢酸痛	"选择,多重"	1279
5508		四肢	指甲苍白	"选择,多重"	1280
5509		四肢	四肢困重	"选择,多重"	1281
5510		四肢	膝关节冷	"选择,多重"	1282
6101		影像检查妇科	无	"选择,多重"	1283
6102		影像检查妇科	子宫肌瘤	"选择,多重"	1284
6103		影像检查妇科	卵巢囊肿	"选择,多重"	1285
6104		影像检查妇科	腺肌症	"选择,多重"	1286
6105		影像检查妇科	多囊卵巢	"选择,多重"	1287
6106		影像检查妇科	输卵管不通	"选择,多重"	1288
6107		影像检查妇科	输卵管积水	"选择,多重"	1289
6108		影像检查妇科	盆腔积液	"选择,多重"	1290
6201		影像学检查其他	无	"选择,多重"	1291
6202		影像学检查其他	颈椎病	"选择,多重"	1292
6203		影像学检查其他	腰椎间盘突出或膨出	"选择,多重"	1293
6204		影像学检查其他	腰椎椎管狭窄	"选择,多重"	1294
6205		影像学检查其他	脊柱不正	"选择,多重"	1295
6301		基础病史	无	"选择,多重"	1296
6302		基础病史	乳腺增生	"选择,多重"	1297
6303		基础病史	妇科手术史	"选择,多重"	1298
6304		基础病史	大出血史	"选择,多重"	1299
6305		基础病史	贫血	"选择,多重"	1300
6306		基础病史	情绪创伤史	"选择,多重"	1301
6307		基础病史	平素体弱	"选择,多重"	1302
6308		基础病史	受寒史	"选择,多重"	1303
6309		基础病史	平素易上火	"选择,多重"	1304
6310		基础病史	久病史	"选择,多重"	1305
					
					
					
					
					
					
					
					
					
